"treat","plant","time","loc","year","y"
"MAV",3,"10","2","2021",60.6807257350609
"MAV",4,"1","2","2021",36.1897283336049
"MAV",4,"3","2","2021",43.9667049854188
"MAV",4,"5","2","2021",48.1505943881516
"MAV",4,"7","2","2021",52.981458028253
"MAV",4,"10","2","2021",57.8764648922242
"MAV",5,"1","2","2021",37.4793611690573
"MAV",5,"3","2","2021",39.3536245020834
"MAV",5,"5","2","2021",62.9908063769742
"MAV",5,"7","2","2021",103.840232384902
"MAV",5,"10","2","2021",106.108947596755
"MAV",6,"1","2","2021",28.0180259310329
"MAV",6,"3","2","2021",43.5914308064816
"MAV",6,"5","2","2021",55.2946877394689
"MAV",6,"7","2","2021",NA
"MAV",6,"10","2","2021",62.016509366422
"MAV",7,"1","2","2021",37.1394063581523
"MAV",7,"3","2","2021",55.057874584453
"MAV",7,"5","2","2021",59.7297451873327
"MAV",7,"7","2","2021",NA
"MAV",7,"10","2","2021",72.4543930495491
"HC",8,"1","2","2021",30.5972529360083
"HC",8,"3","2","2021",44.7201894039981
"HC",8,"5","2","2021",53.3163447550453
"HC",8,"7","2","2021",55.0472543608423
"HC",8,"10","2","2021",59.6874172420178
"HC",9,"1","2","2021",49.3736493512746
"HC",9,"3","2","2021",64.147268520306
"HC",9,"5","2","2021",102.124058870256
"HC",9,"7","2","2021",127.296361439859
"HC",9,"10","2","2021",126.013155639108
"HC",10,"1","2","2021",NA
"HC",10,"3","2","2021",57.3654786585829
"HC",10,"5","2","2021",63.3540998128704
"HC",10,"7","2","2021",NA
"HC",10,"10","2","2021",64.6270453430424
"HC",11,"1","2","2021",NA
"HC",11,"3","2","2021",58.0043062987075
"HC",11,"5","2","2021",NA
"HC",11,"7","2","2021",132.506374811097
"HC",11,"10","2","2021",131.583913344159
"HC",12,"1","2","2021",30.4523517053248
"HC",12,"3","2","2021",55.7182065473155
"HC",12,"5","2","2021",93.200083086247
"HC",12,"7","2","2021",100.963413344014
"HC",12,"10","2","2021",112.984164585986
"HC",13,"1","2","2021",43.6191321142645
"HC",13,"3","2","2021",55.7428154288127
"HC",13,"5","2","2021",99.6660345193485
"HC",13,"7","2","2021",109.422750138937
"HC",13,"10","2","2021",103.655686414713
"HC",14,"1","2","2021",31.2389394555642
"HC",14,"3","2","2021",57.2900849312033
"HC",14,"5","2","2021",104.379388801952
"HC",14,"7","2","2021",114.856082516195
"HC",14,"10","2","2021",113.074141942887
"MAV",1,"1","1","2022",15.7338003031977
"MAV",1,"3","1","2022",40.8031093200986
"MAV",1,"5","1","2022",45.0990677269383
"MAV",1,"7","1","2022",49.1231785669315
"MAV",1,"10","1","2022",56.8189136482941
"MAV",2,"1","1","2022",30.3010050908852
"MAV",2,"3","1","2022",61.4413906228306
"MAV",2,"5","1","2022",55.7306106159017
"MAV",2,"7","1","2022",NA
"MAV",2,"10","1","2022",71.2880826436223
"MAV",3,"1","1","2022",36.8344238683051
"MAV",3,"3","1","2022",56.3379797201687
"MAV",3,"5","1","2022",55.9076866604792
"MAV",3,"7","1","2022",65.6855334351757
"MAV",3,"10","1","2022",56.8851570883172
"MAV",4,"1","1","2022",33.1208104411437
"MAV",4,"3","1","2022",40.2548587121927
"MAV",4,"5","1","2022",NA
"MAV",4,"7","1","2022",54.953612377137
"MAV",4,"10","1","2022",63.3025047127661
"MAV",5,"1","1","2022",30.2587540935353
"MAV",5,"3","1","2022",38.8260226807419
"MAV",5,"5","1","2022",61.5873324060189
"MAV",5,"7","1","2022",NA
"MAV",5,"10","1","2022",105.996344652837
"MAV",6,"1","1","2022",26.812630631072
"MAV",6,"3","1","2022",40.4731316301538
"MAV",6,"5","1","2022",NA
"MAV",6,"7","1","2022",73.3939254766543
"MAV",6,"10","1","2022",65.1366783644358
"MAV",7,"1","1","2022",32.7187601384317
"MAV",7,"3","1","2022",51.4422383333292
"MAV",7,"5","1","2022",64.0208378294318
"MAV",7,"7","1","2022",74.6252801772516
"MAV",7,"10","1","2022",73.9259329562568
"HC",8,"1","1","2022",27.3983108618387
"HC",8,"3","1","2022",42.5644141624861
"HC",8,"5","1","2022",54.4579982191451
"HC",8,"7","1","2022",55.6507078357835
"HC",8,"10","1","2022",57.6885431074842
"HC",9,"1","1","2022",51.0336415693398
"HC",9,"3","1","2022",66.7234075816752
"HC",9,"5","1","2022",99.8728891396092
"HC",9,"7","1","2022",NA
"HC",9,"10","1","2022",129.470338855737
"HC",10,"1","1","2022",33.2834004672897
"HC",10,"3","1","2022",58.2600602646696
"HC",10,"5","1","2022",63.6522995868086
"HC",10,"7","1","2022",63.6589278924297
"HC",10,"10","1","2022",NA
"HC",11,"1","1","2022",44.4189811409797
"HC",11,"3","1","2022",58.1236972396258
"HC",11,"5","1","2022",98.8060253169321
"HC",11,"7","1","2022",128.460030969256
"HC",11,"10","1","2022",131.538625120596
"HC",12,"1","1","2022",39.8242082329843
"HC",12,"3","1","2022",56.6467773297736
"HC",12,"5","1","2022",93.9938782469615
"HC",12,"7","1","2022",105.620334921086
"HC",12,"10","1","2022",NA
"HC",13,"1","1","2022",41.3442890972749
"HC",13,"3","1","2022",52.3982725411485
"HC",13,"5","1","2022",101.118016865868
"HC",13,"7","1","2022",111.294520613392
"HC",13,"10","1","2022",105.01592100909
"HC",14,"1","1","2022",31.8676257576632
"HC",14,"3","1","2022",59.7009863673977
"HC",14,"5","1","2022",NA
"HC",14,"7","1","2022",117.174262175729
"HC",14,"10","1","2022",110.109064241309
"MAV",1,"1","2","2022",15.5932287811751
"MAV",1,"3","2","2022",42.2952150804761
"MAV",1,"5","2","2022",51.3353941940313
"MAV",1,"7","2","2022",53.9743852212258
"MAV",1,"10","2","2022",56.1131891234635
"MAV",2,"1","2","2022",36.8804235556689
"MAV",2,"3","2","2022",59.2526450368052
"MAV",2,"5","2","2022",62.0476993188744
"MAV",2,"7","2","2022",63.5373240771926
"MAV",2,"10","2","2022",70.2250878166142
"MAV",3,"1","2","2022",36.4769569351985
"MAV",3,"3","2","2022",51.5018848608991
"MAV",3,"5","2","2022",54.7816970812698
"MAV",3,"7","2","2022",61.5656950365118
"MAV",3,"10","2","2022",61.8204619626472
"MAV",4,"1","2","2022",30.5354704776043
"MAV",4,"3","2","2022",48.2642590908668
"MAV",4,"5","2","2022",47.1787747467122
"MAV",4,"7","2","2022",53.2692631456613
"MAV",4,"10","2","2022",56.8136776690607
"MAV",5,"1","2","2022",31.7780606171306
"MAV",5,"3","2","2022",36.4545230162673
"MAV",5,"5","2","2022",61.3829062568896
"MAV",5,"7","2","2022",107.469246266441
"MAV",5,"10","2","2022",102.196252984445
"MAV",6,"1","2","2022",33.6087592759109
"MAV",6,"3","2","2022",45.8500104418721
"MAV",6,"5","2","2022",56.342423028348
"MAV",6,"7","2","2022",72.3812196704639
"MAV",6,"10","2","2022",59.0738296398767
"MAV",7,"1","2","2022",33.9052161845567
"MAV",7,"3","2","2022",55.0292673476098
"MAV",7,"5","2","2022",66.8097890467165
"MAV",7,"7","2","2022",NA
"MAV",7,"10","2","2022",70.7046541089784
"HC",8,"1","2","2022",NA
"HC",8,"3","2","2022",46.6110599917603
"HC",8,"5","2","2022",59.1288681783256
"HC",8,"7","2","2022",53.0274107944737
"HC",8,"10","2","2022",61.9100773944147
"HC",9,"1","2","2022",NA
"HC",9,"3","2","2022",58.2634786651888
"HC",9,"5","2","2022",99.8631465949886
"HC",9,"7","2","2022",128.331743200415
"HC",9,"10","2","2022",121.903959511039
"HC",10,"1","2","2022",33.9068949738231
"HC",10,"3","2","2022",52.9689376844676
"HC",10,"5","2","2022",63.7411424776784
"HC",10,"7","2","2022",70.4952486276189
"HC",10,"10","2","2022",73.4690163598572
"HC",11,"1","2","2022",43.265016763808
"HC",11,"3","2","2022",60.6349206443284
"HC",11,"5","2","2022",98.98000306551
"HC",11,"7","2","2022",124.249556428658
"HC",11,"10","2","2022",126.187383244891
"HC",12,"1","2","2022",NA
"HC",12,"3","2","2022",48.19663034534
"HC",12,"5","2","2022",90.3532322278992
"HC",12,"7","2","2022",104.180912111743
"HC",12,"10","2","2022",109.759030150396
"HC",13,"1","2","2022",39.9281985276362
"HC",13,"3","2","2022",57.6428446610618
"HC",13,"5","2","2022",102.443359153839
"HC",13,"7","2","2022",106.450376004649
"HC",13,"10","2","2022",105.636939578985
"HC",14,"1","2","2022",27.3713255257308
"HC",14,"3","2","2022",54.6789783829135
"HC",14,"5","2","2022",105.151937252312
"HC",14,"7","2","2022",111.028389627467
"HC",14,"10","2","2022",106.726333126258
"MAV",1,"1","1","2023",20.2801484373113
"MAV",1,"3","1","2023",39.0630339979115
"MAV",1,"5","1","2023",46.0657576548617
"MAV",1,"7","1","2023",53.3677581721306
"MAV",1,"10","1","2023",55.4177796464735
"MAV",2,"1","1","2023",32.114434475154
"MAV",2,"3","1","2023",59.2136675881781
"MAV",2,"5","1","2023",61.4407853121777
"MAV",2,"7","1","2023",65.6444254834526
"MAV",2,"10","1","2023",69.3350526404433
"MAV",3,"1","1","2023",34.8844972195957
"MAV",3,"3","1","2023",NA
"MAV",3,"5","1","2023",58.0696467682029
"MAV",3,"7","1","2023",63.8713273130872
"MAV",3,"10","1","2023",58.6982473854524
"MAV",4,"1","1","2023",NA
"MAV",4,"3","1","2023",38.4308335636575
"MAV",4,"5","1","2023",48.2152767792938
"MAV",4,"7","1","2023",55.0450487117666
"MAV",4,"10","1","2023",59.6834188538704
"MAV",5,"1","1","2023",34.7580820374081
"MAV",5,"3","1","2023",44.0961903067966
"MAV",5,"5","1","2023",61.0020386570519
"MAV",5,"7","1","2023",102.069182348716
"MAV",5,"10","1","2023",103.301077418491
"MAV",6,"1","1","2023",28.5511765068605
"MAV",6,"3","1","2023",41.1433960280672
"MAV",6,"5","1","2023",56.5764249974089
"MAV",6,"7","1","2023",73.635222219142
"MAV",6,"10","1","2023",60.7759375528879
"MAV",7,"1","1","2023",37.045417272698
"MAV",7,"3","1","2023",52.9137818492255
"MAV",7,"5","1","2023",61.9380191324116
"MAV",7,"7","1","2023",70.0807312254611
"MAV",7,"10","1","2023",74.4159958161756
"HC",8,"1","1","2023",25.165026475926
"HC",8,"3","1","2023",43.7760417568279
"HC",8,"5","1","2023",53.9683369837405
"HC",8,"7","1","2023",57.2847141559487
"HC",8,"10","1","2023",55.8843292333377
"HC",9,"1","1","2023",50.0449604478978
"HC",9,"3","1","2023",62.5337783060927
"HC",9,"5","1","2023",107.223652998529
"HC",9,"7","1","2023",124.126750579352
"HC",9,"10","1","2023",125.944344908057
"HC",10,"1","1","2023",36.5193213330877
"HC",10,"3","1","2023",NA
"HC",10,"5","1","2023",62.0787569114636
"HC",10,"7","1","2023",66.682915880538
"HC",10,"10","1","2023",65.6400843070127
"HC",11,"1","1","2023",44.3869340302397
"HC",11,"3","1","2023",59.9338422624462
"HC",11,"5","1","2023",102.174430705956
"HC",11,"7","1","2023",128.882048839118
"HC",11,"10","1","2023",128.225295039238
"HC",12,"1","1","2023",36.1369569123885
"HC",12,"3","1","2023",58.7745490032001
"HC",12,"5","1","2023",98.2238231844002
"HC",12,"7","1","2023",104.249020312063
"HC",12,"10","1","2023",115.851413925458
"HC",13,"1","1","2023",39.9804397267286
"HC",13,"3","1","2023",NA
"HC",13,"5","1","2023",103.004329097093
"HC",13,"7","1","2023",107.135336777975
"HC",13,"10","1","2023",109.160694442331
"HC",14,"1","1","2023",30.5246564832941
"HC",14,"3","1","2023",60.5981325081121
"HC",14,"5","1","2023",105.33919104951
"HC",14,"7","1","2023",NA
"HC",14,"10","1","2023",107.567821484315
"MAV",1,"1","2","2023",19.6388078949553
"MAV",1,"3","2","2023",40.488973840892
"MAV",1,"5","2","2023",47.926751582765
"MAV",1,"7","2","2023",50.8104593792082
"MAV",1,"10","2","2023",56.9563382726912
"MAV",2,"1","2","2023",NA
"MAV",2,"3","2","2023",55.4129781002928
"MAV",2,"5","2","2023",56.9334073349282
"MAV",2,"7","2","2023",60.6368222387748
"MAV",2,"10","2","2023",69.3852450892234
"MAV",3,"1","2","2023",36.0110889238543
"MAV",3,"3","2","2023",57.0735601277861
"MAV",3,"5","2","2023",56.6685105641221
"MAV",3,"7","2","2023",64.2822713771656
"MAV",3,"10","2","2023",60.6807257350609
"MAV",4,"1","2","2023",36.1897283336049
"MAV",4,"3","2","2023",43.9667049854188
"MAV",4,"5","2","2023",NA
"MAV",4,"7","2","2023",NA
"MAV",4,"10","2","2023",57.8764648922242
"MAV",5,"1","2","2023",37.4793611690573
"MAV",5,"3","2","2023",39.3536245020834
"MAV",5,"5","2","2023",62.9908063769742
"MAV",5,"7","2","2023",103.840232384902
"MAV",5,"10","2","2023",106.108947596755
"MAV",6,"1","2","2023",28.0180259310329
"MAV",6,"3","2","2023",43.5914308064816
"MAV",6,"5","2","2023",NA
"MAV",6,"7","2","2023",75.4046745801152
"MAV",6,"10","2","2023",62.016509366422
"MAV",7,"1","2","2023",37.1394063581523
"MAV",7,"3","2","2023",55.057874584453
"MAV",7,"5","2","2023",59.7297451873327
"MAV",7,"7","2","2023",77.3387022654284
"MAV",7,"10","2","2023",72.4543930495491
"HC",8,"1","2","2023",NA
"HC",8,"3","2","2023",44.7201894039981
"HC",8,"5","2","2023",53.3163447550453
"HC",8,"7","2","2023",55.0472543608423
"HC",8,"10","2","2023",59.6874172420178
"HC",9,"1","2","2023",49.3736493512746
"HC",9,"3","2","2023",64.147268520306
"HC",9,"5","2","2023",102.124058870256
"HC",9,"7","2","2023",127.296361439859
"HC",9,"10","2","2023",126.013155639108
"HC",10,"1","2","2023",37.4869762220075
"HC",10,"3","2","2023",57.3654786585829
"HC",10,"5","2","2023",63.3540998128704
"HC",10,"7","2","2023",67.2105841790757
"HC",10,"10","2","2023",64.6270453430424
"HC",11,"1","2","2023",38.2504814859036
"HC",11,"3","2","2023",58.0043062987075
"HC",11,"5","2","2023",NA
"HC",11,"7","2","2023",132.506374811097
"HC",11,"10","2","2023",NA
"HC",12,"1","2","2023",30.4523517053248
"HC",12,"3","2","2023",55.7182065473155
"HC",12,"5","2","2023",NA
"HC",12,"7","2","2023",NA
"HC",12,"10","2","2023",112.984164585986
"HC",13,"1","2","2023",43.6191321142645
"HC",13,"3","2","2023",55.7428154288127
"HC",13,"5","2","2023",99.6660345193485
"HC",13,"7","2","2023",109.422750138937
"HC",13,"10","2","2023",103.655686414713
"HC",14,"1","2","2023",31.2389394555642
"HC",14,"3","2","2023",57.2900849312033
"HC",14,"5","2","2023",104.379388801952
"HC",14,"7","2","2023",NA
"HC",14,"10","2","2023",113.074141942887
"MAV",1,"1","1","2024",15.7338003031977
"MAV",1,"3","1","2024",NA
"MAV",1,"5","1","2024",45.0990677269383
"MAV",1,"7","1","2024",49.1231785669315
"MAV",1,"10","1","2024",56.8189136482941
"MAV",2,"1","1","2024",30.3010050908852
"MAV",2,"3","1","2024",61.4413906228306
"MAV",2,"5","1","2024",55.7306106159017
"MAV",2,"7","1","2024",62.6083464857523
"MAV",2,"10","1","2024",71.2880826436223
"MAV",3,"1","1","2024",36.8344238683051
"MAV",3,"3","1","2024",56.3379797201687
"MAV",3,"5","1","2024",55.9076866604792
"MAV",3,"7","1","2024",65.6855334351757
"MAV",3,"10","1","2024",56.8851570883172
"MAV",4,"1","1","2024",33.1208104411437
"MAV",4,"3","1","2024",40.2548587121927
"MAV",4,"5","1","2024",54.5955355376608
"MAV",4,"7","1","2024",54.953612377137
"MAV",4,"10","1","2024",63.3025047127661
"MAV",5,"1","1","2024",NA
"MAV",5,"3","1","2024",38.8260226807419
"MAV",5,"5","1","2024",61.5873324060189
"MAV",5,"7","1","2024",102.493178199441
"MAV",5,"10","1","2024",NA
"MAV",6,"1","1","2024",26.812630631072
"MAV",6,"3","1","2024",40.4731316301538
"MAV",6,"5","1","2024",59.2768175578302
"MAV",6,"7","1","2024",73.3939254766543
"MAV",6,"10","1","2024",65.1366783644358
"MAV",7,"1","1","2024",32.7187601384317
"MAV",7,"3","1","2024",51.4422383333292
"MAV",7,"5","1","2024",64.0208378294318
"MAV",7,"7","1","2024",NA
"MAV",7,"10","1","2024",73.9259329562568
"HC",8,"1","1","2024",NA
"HC",8,"3","1","2024",42.5644141624861
"HC",8,"5","1","2024",54.4579982191451
"HC",8,"7","1","2024",55.6507078357835
"HC",8,"10","1","2024",57.6885431074842
"HC",9,"1","1","2024",NA
"HC",9,"3","1","2024",66.7234075816752
"HC",9,"5","1","2024",99.8728891396092
"HC",9,"7","1","2024",126.843309770474
"HC",9,"10","1","2024",129.470338855737
"HC",10,"1","1","2024",33.2834004672897
"HC",10,"3","1","2024",58.2600602646696
"HC",10,"5","1","2024",63.6522995868086
"HC",10,"7","1","2024",63.6589278924297
"HC",10,"10","1","2024",71.2948983620987
"HC",11,"1","1","2024",44.4189811409797
"HC",11,"3","1","2024",58.1236972396258
"HC",11,"5","1","2024",98.8060253169321
"HC",11,"7","1","2024",128.460030969256
"HC",11,"10","1","2024",131.538625120596
"HC",12,"1","1","2024",39.8242082329843
"HC",12,"3","1","2024",56.6467773297736
"HC",12,"5","1","2024",93.9938782469615
"HC",12,"7","1","2024",105.620334921086
"HC",12,"10","1","2024",110.97854179433
"HC",13,"1","1","2024",41.3442890972749
"HC",13,"3","1","2024",52.3982725411485
"HC",13,"5","1","2024",NA
"HC",13,"7","1","2024",111.294520613392
"HC",13,"10","1","2024",105.01592100909
"HC",14,"1","1","2024",31.8676257576632
"HC",14,"3","1","2024",59.7009863673977
"HC",14,"5","1","2024",105.081854461692
"HC",14,"7","1","2024",117.174262175729
"HC",14,"10","1","2024",110.109064241309
"MAV",1,"1","2","2024",NA
"MAV",1,"3","2","2024",42.2952150804761
"MAV",1,"5","2","2024",51.3353941940313
"MAV",1,"7","2","2024",53.9743852212258
"MAV",1,"10","2","2024",56.1131891234635
"MAV",2,"1","2","2024",36.8804235556689
"MAV",2,"3","2","2024",NA
"MAV",2,"5","2","2024",NA
"MAV",2,"7","2","2024",63.5373240771926
"MAV",2,"10","2","2024",70.2250878166142
"MAV",3,"1","2","2024",NA
"MAV",3,"3","2","2024",51.5018848608991
"MAV",3,"5","2","2024",54.7816970812698
"MAV",3,"7","2","2024",61.5656950365118
"MAV",3,"10","2","2024",61.8204619626472
"MAV",4,"1","2","2024",30.5354704776043
"MAV",4,"3","2","2024",NA
"MAV",4,"5","2","2024",47.1787747467122
"MAV",4,"7","2","2024",53.2692631456613
"MAV",4,"10","2","2024",56.8136776690607
"MAV",5,"1","2","2024",31.7780606171306
"MAV",5,"3","2","2024",36.4545230162673
"MAV",5,"5","2","2024",61.3829062568896
"MAV",5,"7","2","2024",107.469246266441
"MAV",5,"10","2","2024",102.196252984445
"MAV",6,"1","2","2024",33.6087592759109
"MAV",6,"3","2","2024",NA
"MAV",6,"5","2","2024",56.342423028348
"MAV",6,"7","2","2024",72.3812196704639
"MAV",6,"10","2","2024",59.0738296398767
"MAV",7,"1","2","2024",33.9052161845567
"MAV",7,"3","2","2024",55.0292673476098
"MAV",7,"5","2","2024",66.8097890467165
"MAV",7,"7","2","2024",72.7007798890277
"MAV",7,"10","2","2024",70.7046541089784
"HC",8,"1","2","2024",25.4091922585924
"HC",8,"3","2","2024",46.6110599917603
"HC",8,"5","2","2024",59.1288681783256
"HC",8,"7","2","2024",53.0274107944737
"HC",8,"10","2","2024",61.9100773944147
"HC",9,"1","2","2024",53.4079136257844
"HC",9,"3","2","2024",58.2634786651888
"HC",9,"5","2","2024",99.8631465949886
"HC",9,"7","2","2024",128.331743200415
"HC",9,"10","2","2024",121.903959511039
"HC",10,"1","2","2024",33.9068949738231
"HC",10,"3","2","2024",52.9689376844676
"HC",10,"5","2","2024",63.7411424776784
"HC",10,"7","2","2024",70.4952486276189
"HC",10,"10","2","2024",73.4690163598572
"HC",11,"1","2","2024",43.265016763808
"HC",11,"3","2","2024",60.6349206443284
"HC",11,"5","2","2024",98.98000306551
"HC",11,"7","2","2024",124.249556428658
"HC",11,"10","2","2024",NA
"HC",12,"1","2","2024",NA
"HC",12,"3","2","2024",48.19663034534
"HC",12,"5","2","2024",NA
"HC",12,"7","2","2024",104.180912111743
"HC",12,"10","2","2024",NA
"HC",13,"1","2","2024",39.9281985276362
"HC",13,"3","2","2024",57.6428446610618
"HC",13,"5","2","2024",102.443359153839
"HC",13,"7","2","2024",106.450376004649
"HC",13,"10","2","2024",105.636939578985
"HC",14,"1","2","2024",27.3713255257308
"HC",14,"3","2","2024",54.6789783829135
"HC",14,"5","2","2024",105.151937252312
"HC",14,"7","2","2024",111.028389627467
"HC",14,"10","2","2024",106.726333126258
